#LAMMPS data file via write_data, version 29 Oct 2020, timestep = 10000

3000 atoms
2 atom types

0.0 35.1 xlo xhi
0.0 35.1 ylo yhi
0.0 35.1 zlo zhi

Masses

1 28.0855 #Si
2 15.9994 #O

#generate random configurations: #Si:#O=1000:2000 
# Ref:
#
Atoms # atomic

# SiO2.dat
1 1 2.4 6 22 22
2 1 2.4 32 22 32
3 1 2.4 22 4 0
4 1 2.4 28 30 8
5 1 2.4 22 26 14
6 1 2.4 28 22 24
7 1 2.4 22 24 26
1 1 2.4 6 22 22
2 1 2.4 32 22 32
3 1 2.4 22 4 0
4 1 2.4 28 30 8
5 1 2.4 22 26 14
6 1 2.4 28 22 24
7 1 2.4 22 24 26
8 1 2.4 26 10 2
9 1 2.4 28 22 18
10 1 2.4 10 32 24
11 1 2.4 22 0 30
12 1 2.4 6 16 6
13 1 2.4 2 2 8
14 1 2.4 6 4 32
15 1 2.4 10 2 14
16 1 2.4 18 22 18
17 1 2.4 18 16 10
18 1 2.4 18 10 12
19 1 2.4 22 10 32
20 1 2.4 30 26 26
21 1 2.4 0 24 18
22 1 2.4 20 4 20
23 1 2.4 14 28 18
24 1 2.4 32 30 16
25 1 2.4 2 2 24
26 1 2.4 32 10 4
27 1 2.4 20 20 6
28 1 2.4 18 26 20
29 1 2.4 30 2 6
30 1 2.4 18 0 8
31 1 2.4 22 6 22
32 1 2.4 18 8 0
33 1 2.4 20 32 22
34 1 2.4 32 28 88 1 2.4 26 10 2
9 1 2.4 28 22 18
10 1 2.4 10 32 24
11 1 2.4 22 0 30
12 1 2.4 6 16 6
13 1 2.4 2 2 8
14 1 2.4 6 4 32
15 1 2.4 10 2 14
16 1 2.4 18 22 18
17 1 2.4 18 16 10
18 1 2.4 18 10 12
19 1 2.4 22 10 32
20 1 2.4 30 26 26
21 1 2.4 0 24 18
22 1 2.4 20 4 20
23 1 2.4 14 28 18
24 1 2.4 32 30 16
25 1 2.4 2 2 24
26 1 2.4 32 10 4
27 1 2.4 20 20 6
28 1 2.4 18 26 20
29 1 2.4 30 2 6
30 1 2.4 18 0 8
31 1 2.4 22 6 22
32 1 2.4 18 8 0
33 1 2.4 20 32 22
34 1 2.4 32 28 8
35 1 2.4 26 14 4
36 1 2.4 22 10 8
37 1 2.4 14 8 28
38 1 2.4 18 10 2
39 1 2.4 4 0 18
40 1 2.4 32 30 26
41 1 2.4 24 26 2
42 1 2.4 12 2 2
43 1 2.4 6 32 18
44 1 2.4 10 30 2
45 1 2.4 0 2 24
46 1 2.4 0 12 12
47 1 2.4 16 26 20
48 1 2.4 12 10 4
49 1 2.4 6 6 32
50 1 2.4 28 8 4
51 1 2.4 20 14 20
52 1 2.4 6 8 24
53 1 2.4 28 6 16
54 1 2.4 28 18 12
55 1 2.4 32 28 30
56 1 2.4 26 18 22
57 1 2.4 6 10 2
58 1 2.4 12 28 14
59 1 2.4 20 12 32
60 1 2.4 14 20 14
61 1 2.4 0 28 32
62 1 2.4 10 24 30
63 1 2.4 20 2 12
64 1 2.4 32 30 18
65 1 2.4 4 8 12
66 1 2.4 8 32 16
67 1 2.4 14 6 0
68 1 2.4 6 18 16
69 1 2.4 14 30 10
70 1 2.4 12 32 8
71 1 2.4 16 2 8
72 1 2.4 8 18 24
73 1 2.4 32 20 4
74 1 2.4 4 30 22
75 1 2.4 28 32 6
76 1 2.4 24 20 32
77 1 2.4 18 0 28
78 1 2.4 10 0 8
79 1 2.4 2 12 24
80 1 2.4 10 12 24
81 1 2.4 28 24 2
82 1 2.4 14 10 8
83 1 2.4 26 16 24
84 1 2.4 4 28 12
85 1 2.4 26 26 28
86 1 2.4 8 26 26
87 1 2.4 14 2 28
88 1 2.4 20 0 24
89 1 2.4 32 32 2
90 1 2.4 22 30 30
91 1 2.4 20 20 0
92 1 2.4 8 30 32
93 1 2.4 4 26 12
94 1 2.4 16 6 10
95 1 2.4 22 18 10
96 1 2.4 12 28 30
97 1 2.4 2 4 2
98 1 2.4 30 8 4
99 1 2.4 14 0 28
100 1 2.4 32 0 22
101 1 2.4 2 30 4
102 1 2.4 24 20 12
103 1 2.4 16 4 20
104 1 2.4 30 2 28
105 1 2.4 16 8 28
106 1 2.4 20 16 14
107 1 2.4 30 2 22
108 1 2.4 8 32 2
109 1 2.4 2 12 20
110 1 2.4 26 30 28
111 1 2.4 12 28 4
112 1 2.4 10 6 14
113 1 2.4 4 32 22
114 1 2.4 14 12 20
115 1 2.4 16 4 14
116 1 2.4 26 22 10
117 1 2.4 22 4 26
118 1 2.4 24 26 14
119 1 2.4 30 28 16
120 1 2.4 26 2 8
121 1 2.4 24 18 28
122 1 2.4 6 22 2
123 1 2.4 10 8 2
124 1 2.4 2 16 16
125 1 2.4 26 26 32
126 1 2.4 26 2 22
127 1 2.4 0 22 28
128 1 2.4 28 10 20
129 1 2.4 8 6 22
130 1 2.4 6 28 2
131 1 2.4 18 2 18
132 1 2.4 14 8 24
133 1 2.4 24 12 20
134 1 2.4 16 18 0
135 1 2.4 28 30 22
136 1 2.4 20 28 22
137 1 2.4 24 2 26
138 1 2.4 20 20 26
139 1 2.4 8 8 16
140 1 2.4 26 26 20
141 1 2.4 2 32 6
142 1 2.4 28 30 4
143 1 2.4 0 22 10
144 1 2.4 8 4 12
145 1 2.4 22 0 6
146 1 2.4 0 2 12
147 1 2.4 2 12 26
148 1 2.4 16 12 4
149 1 2.4 0 30 24
150 1 2.4 20 28 0
151 1 2.4 2 6 8
152 1 2.4 28 0 4
153 1 2.4 22 22 8
154 1 2.4 8 30 24
155 1 2.4 28 18 6
156 1 2.4 2 16 24
157 1 2.4 18 30 10
158 1 2.4 30 6 30
159 1 2.4 12 22 20
160 1 2.4 20 30 12
161 1 2.4 26 18 0
162 1 2.4 14 4 22
163 1 2.4 8 20 28
164 1 2.4 32 30 6
165 1 2.4 16 6 30
166 1 2.4 16 12 10
167 1 2.4 32 16 0
168 1 2.4 20 14 24
169 1 2.4 4 20 0
170 1 2.4 20 20 24
171 1 2.4 16 16 18
172 1 2.4 22 28 18
173 1 2.4 16 10 18
174 1 2.4 10 30 26
175 1 2.4 0 14 6
176 1 2.4 12 24 28
177 1 2.4 4 4 32
178 1 2.4 12 12 24
179 1 2.4 0 8 4
180 1 2.4 16 2 10
181 1 2.4 26 32 28
182 1 2.4 18 4 4
183 1 2.4 22 32 20
184 1 2.4 32 0 10
185 1 2.4 30 0 20
186 1 2.4 28 6 22
187 1 2.4 28 24 18
188 1 2.4 6 32 10
189 1 2.4 6 18 28
190 1 2.4 26 28 22
191 1 2.4 32 6 2
192 1 2.4 10 10 4
193 1 2.4 32 2 2
194 1 2.4 12 32 16
195 1 2.4 30 14 32
196 1 2.4 4 4 14
197 1 2.4 16 28 32
198 1 2.4 20 30 8
199 1 2.4 20 20 30
200 1 2.4 20 10 26
201 1 2.4 32 16 2
202 1 2.4 10 0 14
203 1 2.4 2 30 2
204 1 2.4 8 6 32
205 1 2.4 30 32 20
206 1 2.4 2 32 14
207 1 2.4 28 2 10
208 1 2.4 30 24 32
209 1 2.4 32 30 32
210 1 2.4 14 0 22
211 1 2.4 0 18 26
212 1 2.4 12 20 18
213 1 2.4 18 20 6
214 1 2.4 4 2 24
215 1 2.4 28 20 28
216 1 2.4 32 30 14
217 1 2.4 22 18 4
218 1 2.4 20 2 14
219 1 2.4 14 2 6
220 1 2.4 16 24 22
221 1 2.4 12 0 20
222 1 2.4 6 24 32
223 1 2.4 20 22 28
224 1 2.4 26 18 32
225 1 2.4 8 14 12
226 1 2.4 20 4 6
