#LAMMPS data file via write_data, version 29 Oct 2020, timestep = 10000

3000 atoms
2 atom types

0.0 35.1 xlo xhi
0.0 35.1 ylo yhi
0.0 35.1 zlo zhi

Masses

1 28.0855 #Si
2 15.9994 #O

Atoms 

1 1 2.4 31 28 19
2 1 2.4 0 33 22
3 1 2.4 11 11 6
4 1 2.4 15 12 29
5 1 2.4 4 4 27
6 1 2.4 13 4 5
7 1 2.4 17 29 14
8 1 2.4 34 14 21
9 1 2.4 31 15 15
10 1 2.4 27 11 20
11 1 2.4 28 16 33
12 1 2.4 11 1 2
13 1 2.4 34 19 2
14 1 2.4 16 34 8
15 1 2.4 6 19 34
16 1 2.4 26 13 10
17 1 2.4 21 4 8
18 1 2.4 0 5 34
19 1 2.4 10 30 19
20 1 2.4 24 20 28
21 1 2.4 13 3 15
22 1 2.4 6 33 9
23 1 2.4 20 16 26
24 1 2.4 5 23 17
25 1 2.4 2 1 21
26 1 2.4 24 23 5
27 1 2.4 17 16 31
28 1 2.4 21 7 11
29 1 2.4 11 16 13
30 1 2.4 24 11 26
31 1 2.4 7 2 30
32 1 2.4 26 11 0
33 1 2.4 6 3 8
34 1 2.4 16 2 11
35 1 2.4 27 3 33
36 1 2.4 30 2 12
37 1 2.4 8 5 0
38 1 2.4 22 31 0
39 1 2.4 12 24 33
40 1 2.4 20 4 13
41 1 2.4 16 26 12
42 1 2.4 3 15 12
43 1 2.4 13 33 25
44 1 2.4 22 25 30
45 1 2.4 30 30 31
46 1 2.4 30 7 30
47 1 2.4 26 10 27
48 1 2.4 32 34 13
49 1 2.4 25 28 22
50 1 2.4 27 0 25
51 1 2.4 13 9 20
52 1 2.4 17 21 4
53 1 2.4 26 24 9
54 1 2.4 8 7 9
55 1 2.4 29 28 13
56 1 2.4 19 4 33
57 1 2.4 20 13 18
58 1 2.4 11 32 3
59 1 2.4 33 15 34
60 1 2.4 2 20 33
61 1 2.4 28 3 33
62 1 2.4 11 27 16
63 1 2.4 11 1 24
64 1 2.4 2 27 33
65 1 2.4 29 23 6
66 1 2.4 31 14 7
67 1 2.4 20 17 9
68 1 2.4 2 17 18
69 1 2.4 16 24 16
70 1 2.4 18 25 19
71 1 2.4 34 10 32
72 1 2.4 32 23 18
73 1 2.4 18 15 21
74 1 2.4 26 5 6
75 1 2.4 33 7 24
76 1 2.4 25 5 24
77 1 2.4 8 8 10
78 1 2.4 16 15 27
79 1 2.4 20 17 10
80 1 2.4 26 28 23
81 1 2.4 9 27 12
82 1 2.4 2 32 1
83 1 2.4 31 13 20
84 1 2.4 24 0 12
85 1 2.4 28 17 14
86 1 2.4 16 11 0
87 1 2.4 2 29 33
88 1 2.4 27 13 5
89 1 2.4 7 31 7
90 1 2.4 28 34 17
91 1 2.4 30 9 16
92 1 2.4 1 21 12
93 1 2.4 0 20 10
94 1 2.4 17 12 27
95 1 2.4 24 1 6
96 1 2.4 6 13 10
97 1 2.4 9 25 22
98 1 2.4 26 33 4
99 1 2.4 25 24 32
100 1 2.4 11 20 6
101 1 2.4 9 21 30
102 1 2.4 29 3 33
103 1 2.4 19 30 23
104 1 2.4 28 26 25
105 1 2.4 16 31 4
106 1 2.4 34 24 23
107 1 2.4 25 20 32
108 1 2.4 28 0 27
109 1 2.4 27 2 13
110 1 2.4 4 15 10
111 1 2.4 25 11 4
112 1 2.4 27 13 14
113 1 2.4 34 3 23
114 1 2.4 30 14 5
115 1 2.4 25 25 31
116 1 2.4 21 9 24
117 1 2.4 9 34 1
118 1 2.4 5 29 12
119 1 2.4 10 7 20
120 1 2.4 4 32 0
121 1 2.4 4 9 15
122 1 2.4 4 27 0
123 1 2.4 22 3 4
124 1 2.4 22 16 21
125 1 2.4 8 0 29
126 1 2.4 6 0 22
127 1 2.4 1 23 21
128 1 2.4 2 7 23
129 1 2.4 23 8 10
130 1 2.4 22 11 15
131 1 2.4 0 17 7
132 1 2.4 31 23 14
133 1 2.4 26 7 3
134 1 2.4 23 4 34
135 1 2.4 8 32 11
136 1 2.4 1 31 27
137 1 2.4 5 3 8
138 1 2.4 25 18 26
139 1 2.4 11 9 30
140 1 2.4 33 1 30
141 1 2.4 3 31 34
142 1 2.4 15 6 22
143 1 2.4 1 15 13
